,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,cross_street_name,date,latitude,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2
134,BROOKLYN,Driver Inattention/Distraction,,1065      BAY RIDGE PARKWAY             ,2017-04-04,40.623492999999996,-74.012695,1,0,0,0,,,19.833333333333332,3645311,PASSENGER VEHICLE,BICYCLE
135,QUEENS,Driver Inattention/Distraction,Unspecified,,2017-04-04,40.684258,-73.84604,1,0,0,0,WOODHAVEN BOULEVARD,101 AVENUE                      ,20.0,3645368,BICYCLE,
136,BROOKLYN,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1055      MYRTLE AVENUE                 ,2017-04-04,40.696529999999996,-73.939255,1,0,0,0,,,15.5,3646004,PASSENGER VEHICLE,BICYCLE
137,BROOKLYN,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-04-01,40.64477,-73.954735,1,0,0,0,BEVERLEY ROAD,BEDFORD AVENUE                  ,12.0,3646034,SPORT UTILITY / STATION WAGON,BICYCLE
138,BROOKLYN,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-04-02,40.640823,-73.96531,1,0,0,0,RUGBY ROAD,CORTELYOU ROAD                  ,15.333333333333334,3646113,PASSENGER VEHICLE,BICYCLE
139,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-03,40.741642,-74.00487,1,0,0,0,9 AVENUE,WEST 15 STREET                  ,15.5,3646143,TAXI,BICYCLE
140,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-03-25,40.685990000000004,-73.90794,1,0,0,0,MOFFAT STREET,EVERGREEN AVENUE                ,17.0,3646636,SPORT UTILITY / STATION WAGON,BICYCLE
141,,Driver Inattention/Distraction,Unspecified,65        WEST DRIVE                    ,2017-04-05,,,1,0,0,0,,,8.25,3645617,PASSENGER VEHICLE,BICYCLE
142,,Driver Inattention/Distraction,Unspecified,,2017-04-05,40.664097,-73.90932,1,0,0,0,,ROCKAWAY AVENUE                 ,18.666666666666668,3645792,BICYCLE,BICYCLE
143,BRONX,Traffic Control Disregarded,Unspecified,,2017-04-05,40.85487,-73.88619,1,0,0,0,BELMONT AVENUE,EAST 187 STREET                 ,20.0,3645793,BICYCLE,PASSENGER VEHICLE
144,,Following Too Closely,Following Too Closely,,2017-04-05,40.668976,-73.90668000000001,1,0,0,0,,BELMONT AVENUE                  ,18.8,3645830,BICYCLE,PASSENGER VEHICLE
145,,Passing or Lane Usage Improper,Unspecified,,2017-04-05,40.759983,-73.96480600000001,1,0,0,0,,2 AVENUE                        ,18.5,3645847,PASSENGER VEHICLE,BICYCLE
146,STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,2017-04-05,40.633858000000004,-74.12595999999999,1,0,0,0,CLOVE ROAD,CASTLETON AVENUE                ,20.333333333333332,3645914,PASSENGER VEHICLE,BICYCLE
147,MANHATTAN,Unspecified,Unspecified,711       WEST SIDE HIGHWAY             ,2017-04-05,,,1,0,0,0,,,18.333333333333332,3645978,BICYCLE,PASSENGER VEHICLE
148,QUEENS,Unspecified,Unspecified,84-01     ROOSEVELT AVENUE              ,2017-04-05,40.74785,-73.88194,1,0,0,0,,,0.0,3646087,BICYCLE,PASSENGER VEHICLE
149,QUEENS,Traffic Control Disregarded,Unspecified,,2017-04-05,40.749866,-73.86273,1,0,0,0,103 STREET,ROOSEVELT AVENUE                ,13.5,3646380,PASSENGER VEHICLE,BICYCLE
150,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-06,40.750492,-73.97171999999999,1,0,0,0,EAST 43 STREET,2 AVENUE                        ,15.816666666666666,3646448,TAXI,BICYCLE
151,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-06,40.76359,-73.98144,1,0,0,0,WEST 54 STREET,7 AVENUE                        ,0.0,3646759,BICYCLE,PASSENGER VEHICLE
152,,Driver Inattention/Distraction,Unspecified,,2017-04-07,40.74662,-73.89359,1,0,0,0,,ROOSEVELT AVENUE                ,6.5,3646769,PASSENGER VEHICLE,BICYCLE
153,MANHATTAN,Driver Inattention/Distraction,Unspecified,50        WEST 50 STREET                ,2017-04-07,40.759342,-73.97913,1,0,0,0,,,5.383333333333334,3646784,SPORT UTILITY / STATION WAGON,BICYCLE
154,BROOKLYN,Traffic Control Disregarded,Unspecified,,2017-04-06,40.69024,-73.9482,1,0,0,0,LAFAYETTE AVENUE,MARCY AVENUE                    ,20.833333333333332,3646845,BICYCLE,SPORT UTILITY / STATION WAGON
155,MANHATTAN,Unspecified,Unspecified,118       EAST 28 STREET                ,2017-04-07,40.74293,-73.98317,1,0,0,0,,,22.5,3646991,TAXI,BICYCLE
156,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-04-04,40.65217,-73.96141,1,0,0,0,OCEAN AVENUE,CATON AVENUE                    ,16.75,3647073,BICYCLE,SPORT UTILITY / STATION WAGON
157,BROOKLYN,Turning Improperly,Unspecified,,2017-04-07,40.711323,-73.94725,1,0,0,0,LEONARD STREET,GRAND STREET                    ,17.333333333333332,3647083,BICYCLE,
158,BROOKLYN,Unspecified,Unspecified,337       AVENUE U                      ,2017-04-07,40.59713,-73.97192,1,0,0,0,,,13.866666666666667,3647240,BICYCLE,PASSENGER VEHICLE
159,,Unspecified,,71        EAST DRIVE                    ,2017-04-07,,,1,0,0,0,,,13.916666666666666,3647596,BICYCLE,
160,BROOKLYN,Unspecified,Unspecified,1475      47 STREET                     ,2017-04-07,40.63392,-73.98725999999999,1,0,0,0,,,12.5,3647641,SPORT UTILITY / STATION WAGON,BICYCLE
161,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-07,,,1,0,0,0,DYER AVENUE,WEST 31 STREET                  ,12.666666666666666,3647696,PASSENGER VEHICLE,BICYCLE
162,,Driver Inattention/Distraction,Unspecified,,2017-04-03,40.681446,-73.94644,1,0,0,0,,MARCY AVENUE                    ,16.666666666666668,3648014,BICYCLE,PASSENGER VEHICLE
163,QUEENS,Driver Inattention/Distraction,Unspecified,,2017-04-02,40.73599,-73.86551,1,0,0,0,JUNCTION BOULEVARD,58 AVENUE                       ,0.0,3648237,BICYCLE,
164,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,269       WEST 39 STREET                ,2017-04-07,40.754898,-73.99014,1,0,0,0,,,15.25,3648255,BICYCLE,
165,BROOKLYN,Driver Inattention/Distraction,Unspecified,1903      FULTON STREET                 ,2017-04-02,40.678806,-73.92036,1,0,0,0,,,16.0,3648349,PASSENGER VEHICLE,BICYCLE
166,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-04-08,40.661964000000005,-73.95705,1,0,0,0,LEFFERTS AVENUE,BEDFORD AVENUE                  ,0.26666666666666666,3646986,TAXI,BICYCLE
167,BRONX,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-08,,,1,0,0,0,COMMERCE AVENUE,WESTCHESTER AVENUE              ,15.833333333333334,3647210,PASSENGER VEHICLE,BICYCLE
168,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-08,40.762066,-73.80753,1,0,0,0,,158 STREET                      ,11.0,3647558,BICYCLE,SPORT UTILITY / STATION WAGON
169,MANHATTAN,Failure to Yield Right-of-Way,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-04-08,40.731003,-74.00463,1,0,0,0,MORTON STREET,BEDFORD STREET                  ,1.75,3647578,PASSENGER VEHICLE,BICYCLE
170,,Driver Inattention/Distraction,Unspecified,,2017-04-08,40.72129,-73.94888,1,0,0,0,,MANHATTAN AVENUE                ,21.083333333333332,3647800,SPORT UTILITY / STATION WAGON,BICYCLE
171,,Driver Inattention/Distraction,Unspecified,205       5 AVENUE                      ,2017-04-08,40.7464,-73.98628000000001,1,0,0,0,,,10.25,3648058,TAXI,BICYCLE
172,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-08,40.604766999999995,-73.99088,1,0,0,0,81 STREET,BAY PARKWAY                     ,14.0,3648125,PASSENGER VEHICLE,BICYCLE
173,QUEENS,Traffic Control Disregarded,Unspecified,,2017-04-08,40.739426,-73.88079,1,0,0,0,POYER STREET,DONGAN AVENUE                   ,16.25,3648228,BICYCLE,PASSENGER VEHICLE
174,,Passenger Distraction,Unspecified,,2017-04-07,40.763546000000005,-73.96934499999999,1,0,0,0,,PARK AVENUE                     ,19.0,3648593,TAXI,BICYCLE
175,,Driver Inattention/Distraction,Unspecified,,2017-04-08,40.77039,-73.954124,1,0,0,0,,1 AVENUE                        ,13.216666666666667,3648630,BICYCLE,PASSENGER VEHICLE
176,,Traffic Control Disregarded,Unspecified,,2017-04-08,40.71059,-73.95474,1,0,0,0,,BORINQUEN PLACE                 ,18.666666666666668,3648952,BICYCLE,PASSENGER VEHICLE
177,MANHATTAN,Driver Inattention/Distraction,Traffic Control Disregarded,,2017-04-09,40.737359999999995,-73.99685,1,0,0,0,AVENUE OF THE AMERICAS,WEST 14 STREET                  ,3.5,3647599,BICYCLE,PASSENGER VEHICLE
178,,Turning Improperly,Unspecified,,2017-04-09,40.733290000000004,-73.98719,1,0,0,0,,EAST 14 STREET                  ,14.966666666666667,3647784,PASSENGER VEHICLE,BICYCLE
179,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-04-09,40.594364,-73.9609,1,0,0,0,GRAVESEND NECK ROAD,CONEY ISLAND AVENUE             ,18.0,3647886,BICYCLE,SPORT UTILITY / STATION WAGON
180,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,150       EAST 4 STREET                 ,2017-04-09,40.7249,-73.98635999999999,1,0,0,0,,,20.466666666666665,3647910,PASSENGER VEHICLE,BICYCLE
181,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,681       ALBANY AVENUE                 ,2017-04-09,40.65736,-73.939644,1,0,0,0,,,12.0,3647963,BICYCLE,TAXI
182,QUEENS,Driver Inattention/Distraction,,,2017-04-09,40.753284,-73.90691,1,0,0,0,BROADWAY,NORTHERN BOULEVARD              ,2.0833333333333335,3647992,BICYCLE,
183,,Failure to Yield Right-of-Way,Unspecified,,2017-04-09,40.76736,-73.9371,1,0,0,0,10 STREET,VERNON BOULEVARD                ,13.5,3647997,BICYCLE,SPORT UTILITY / STATION WAGON
184,,Driver Inattention/Distraction,Unspecified,,2017-04-09,40.680187,-73.755486,1,0,0,0,,MERRICK BOULEVARD               ,14.883333333333333,3648157,PASSENGER VEHICLE,BICYCLE
185,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2017-04-09,40.650642,-73.96526999999999,1,0,0,0,EAST 16 STREET,CATON AVENUE                    ,18.416666666666668,3649341,SPORT UTILITY / STATION WAGON,BICYCLE
186,,Failure to Yield Right-of-Way,Unspecified,,2017-03-12,40.714226000000004,-73.90299,1,0,0,0,60 LANE,ELIOT AVENUE                    ,21.0,3649437,PASSENGER VEHICLE,BICYCLE
187,BRONX,Failure to Yield Right-of-Way,Unspecified,695       EAST 182 STREET               ,2017-04-10,40.850590000000004,-73.8869,1,0,0,0,,,8.0,3648558,BICYCLE,SPORT UTILITY / STATION WAGON
188,,Unsafe Speed,Unspecified,,2017-04-10,40.76038,-73.75801,1,0,0,0,,CLOVERDALE BOULEVARD            ,16.0,3648802,SPORT UTILITY / STATION WAGON,BICYCLE
189,STATEN ISLAND,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-04-10,40.645472999999996,-74.09286999999999,1,0,0,0,FRANKLIN AVENUE,RICHMOND TERRACE                ,14.916666666666666,3648972,PICK-UP TRUCK,BICYCLE
190,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2017-04-10,40.798252000000005,-73.95249,1,0,0,0,WEST 110 STREET,LENOX AVENUE                    ,15.283333333333333,3649053,PASSENGER VEHICLE,BICYCLE
191,BROOKLYN,Unspecified,Unspecified,,2017-04-10,40.63693,-73.91109,1,0,0,0,EAST 83 STREET,FLATLANDS AVENUE                ,11.916666666666666,3649055,SPORT UTILITY / STATION WAGON,BICYCLE
192,MANHATTAN,Passing or Lane Usage Improper,,366       5 AVENUE                      ,2017-04-10,40.7489,-73.984245,1,0,0,0,,,14.0,3649094,TAXI,BICYCLE
193,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-04-10,40.821117,-73.957466,1,0,0,0,12 AVENUE,WEST 135 STREET                 ,13.333333333333334,3649107,PASSENGER VEHICLE,BICYCLE
194,BROOKLYN,Unspecified,Unspecified,1582      EAST 22 STREET                ,2017-04-10,40.61295,-73.951996,1,0,0,0,,,17.6,3649146,BICYCLE,PASSENGER VEHICLE
195,QUEENS,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,25-47     12 STREET                     ,2017-04-11,40.775375,-73.928925,1,0,0,0,,,10.5,3649147,BICYCLE,PASSENGER VEHICLE
196,QUEENS,Driver Inattention/Distraction,Unspecified,,2017-04-11,40.74576,-73.92581,1,0,0,0,43 AVENUE,39 STREET                       ,6.9,3649175,BICYCLE,
197,,Unspecified,,,2017-04-11,40.697247,-73.78965,1,0,0,0,,164 PLACE                       ,10.0,3649184,BICYCLE,SPORT UTILITY / STATION WAGON
198,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,2017-04-11,,,1,0,0,0,,,19.25,3649498,BICYCLE,
199,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-04-10,40.62189,-73.918526,1,0,0,0,EAST 59 STREET,AVENUE M                        ,21.0,3649552,BICYCLE,PASSENGER VEHICLE
200,BROOKLYN,Other Vehicular,Unspecified,,2017-04-10,40.670887,-73.93649,1,0,0,0,SAINT JOHNS PLACE,TROY AVENUE                     ,17.5,3649573,BICYCLE,
201,MANHATTAN,Driver Inattention/Distraction,,,2017-04-11,40.76359,-73.98144,1,0,0,0,WEST 54 STREET,7 AVENUE                        ,11.5,3649809,BICYCLE,
202,MANHATTAN,Passing or Lane Usage Improper,Unspecified,303       WEST 42 STREET                ,2017-04-11,40.757435,-73.99026500000001,1,0,0,0,,,19.583333333333332,3649813,PASSENGER VEHICLE,BICYCLE
203,,Other Vehicular,Passing or Lane Usage Improper,,2017-04-11,40.694313,-73.93052,1,0,0,0,,BROADWAY                        ,18.5,3649923,PASSENGER VEHICLE,BICYCLE
204,,Unspecified,,,2017-04-11,40.698048,-73.97579,1,0,0,0,,FLUSHING AVENUE                 ,11.5,3650071,BICYCLE,
205,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2017-04-12,40.715621999999996,-73.994286,1,0,0,0,FORSYTH STREET,CANAL STREET                    ,6.916666666666667,3649743,PICK-UP TRUCK,BICYCLE
206,MANHATTAN,Driver Inattention/Distraction,Unspecified,130       BAXTER STREET                 ,2017-04-12,40.718258,-73.998886,1,0,0,0,,,12.666666666666666,3649754,PASSENGER VEHICLE,BICYCLE
207,QUEENS,Driver Inattention/Distraction,Unspecified,,2017-04-12,40.739063,-73.92616,1,0,0,0,39 PLACE,GREENPOINT AVENUE               ,17.25,3650078,BICYCLE,SPORT UTILITY / STATION WAGON
208,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,268       METROPOLITAN AVENUE           ,2017-04-12,40.71472,-73.95846,1,0,0,0,,,22.75,3650092,BICYCLE,PASSENGER VEHICLE
209,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,162       PROSPECT PARK WEST            ,2017-04-12,40.663315000000004,-73.977936,2,0,0,0,,,11.0,3650146,BICYCLE,BICYCLE
210,MANHATTAN,Driver Inattention/Distraction,Unspecified,270       WEST 43 STREET                ,2017-04-12,40.75748,-73.98832,1,0,0,0,,,14.833333333333334,3650227,TAXI,BICYCLE
211,BROOKLYN,Following Too Closely,Unspecified,,2017-04-13,40.687183000000005,-73.9766,1,0,0,0,FORT GREENE PLACE,FULTON STREET                   ,11.583333333333334,3650252,PASSENGER VEHICLE,BICYCLE
212,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-12,40.590294,-73.952866,1,0,0,0,,EAST 17 STREET                  ,17.233333333333334,3650293,PASSENGER VEHICLE,BICYCLE
213,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-04-13,40.75428,-73.89751,1,0,0,0,69 STREET,NORTHERN BOULEVARD              ,16.5,3650362,SPORT UTILITY / STATION WAGON,BICYCLE
214,QUEENS,Failure to Yield Right-of-Way,Unspecified,,2017-04-12,40.756676,-73.920876,1,0,0,0,STEINWAY STREET,34 AVENUE                       ,22.25,3650416,BICYCLE,PASSENGER VEHICLE
215,BRONX,Unspecified,Unspecified,,2017-04-12,40.80826,-73.918816,1,0,0,0,EAST 139 STREET,BROOK AVENUE                    ,6.416666666666667,3650441,BICYCLE,SPORT UTILITY / STATION WAGON
216,,Oversized Vehicle,Passing or Lane Usage Improper,,2017-04-13,40.77613,-73.910706,1,0,0,0,,DITMARS BOULEVARD               ,23.0,3650706,BICYCLE,
217,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-13,40.644863,-73.91113,1,0,0,0,,FOSTER AVENUE                   ,21.5,3650717,SPORT UTILITY / STATION WAGON,BICYCLE
218,,Passing or Lane Usage Improper,Unspecified,,2017-04-13,40.642821999999995,-73.96086,1,0,0,0,,CORTELYOU ROAD                  ,20.666666666666668,3650793,BICYCLE,PASSENGER VEHICLE
219,,Driver Inattention/Distraction,Unspecified,,2017-04-13,40.634506,-73.949455,1,0,0,0,GLENWOOD ROAD,FLATBUSH AVENUE                 ,20.7,3650805,BICYCLE,PASSENGER VEHICLE
220,,Pavement Defective,,,2017-04-13,40.711224,-73.92859,1,0,0,0,,VARICK AVENUE                   ,22.5,3650838,BICYCLE,
221,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2017-04-10,40.7371,-73.990326,1,0,0,0,UNION SQUARE WEST,EAST 17 STREET                  ,14.0,3650862,TAXI,BICYCLE
222,,Unspecified,,,2017-04-13,40.73927,-73.99545,1,0,0,0,,WEST 17 STREET                  ,17.0,3650881,BICYCLE,
223,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2017-04-13,40.851859999999995,-73.92815999999999,1,0,0,0,AMSTERDAM AVENUE,WEST 187 STREET                 ,19.7,3650920,PASSENGER VEHICLE,BICYCLE
224,MANHATTAN,Passenger Distraction,Unspecified,730       5 AVENUE                      ,2017-04-13,40.762634000000006,-73.97423,1,0,0,0,,,14.383333333333333,3650924,BICYCLE,PASSENGER VEHICLE
225,QUEENS,Unsafe Lane Changing,Unspecified,,2017-04-14,40.746876,-73.95272,1,0,0,0,46 AVENUE,VERNON BOULEVARD                ,10.5,3650993,BICYCLE,
226,QUEENS,Driver Inattention/Distraction,Unspecified,,2016-04-14,40.736340000000006,-73.93266,1,0,0,0,GALE AVENUE,GREENPOINT AVENUE               ,10.583333333333334,3650994,BICYCLE,SPORT UTILITY / STATION WAGON
227,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2017-04-13,40.76099,-73.99077,1,0,0,0,9 AVENUE,WEST 46 STREET                  ,12.666666666666666,3651010,SPORT UTILITY / STATION WAGON,BICYCLE
228,BROOKLYN,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,2017-04-14,40.71634,-73.96386,1,0,0,0,NORTH 1 STREET,WYTHE AVENUE                    ,16.0,3651047,BICYCLE,SPORT UTILITY / STATION WAGON
229,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-04-14,40.75855,-73.82964,1,0,0,0,41 AVENUE,MAIN STREET                     ,15.5,3651054,BICYCLE,
230,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-13,,,1,0,0,0,,,16.666666666666668,3651177,SPORT UTILITY / STATION WAGON,BICYCLE
231,,Unsafe Lane Changing,Driver Inattention/Distraction,,2017-04-11,40.732346,-73.98495,1,0,0,0,,EAST 14 STREET                  ,21.166666666666668,3651183,TAXI,BICYCLE
232,QUEENS,Driver Inattention/Distraction,Unspecified,,2017-04-13,40.678787,-73.84427,1,0,0,0,107 AVENUE,CROSS BAY BOULEVARD             ,19.5,3651211,SPORT UTILITY / STATION WAGON,BICYCLE
233,,Driver Inattention/Distraction,Unspecified,,2017-04-05,40.675284999999995,-73.81177,2,0,0,0,ROCKAWAY BOULEVARD,126 STREET                      ,18.5,3651217,BICYCLE,PASSENGER VEHICLE
234,BRONX,Turning Improperly,Unspecified,1941      SOUTHERN BOULEVARD            ,2017-04-12,40.842265999999995,-73.885765,1,0,0,0,,,13.683333333333334,3651467,SPORT UTILITY / STATION WAGON,BICYCLE
235,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-14,40.649440000000006,-73.96308,1,0,0,0,CHURCH AVENUE,EAST 18 STREET                  ,16.316666666666666,3651483,BICYCLE,SPORT UTILITY / STATION WAGON
236,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-04-14,40.647242999999996,-73.96048,1,0,0,0,ALBEMARLE ROAD,OCEAN AVENUE                    ,16.916666666666668,3651484,BICYCLE,SPORT UTILITY / STATION WAGON
237,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-04-14,40.64059,-73.95429,1,0,0,0,BEDFORD AVENUE,AVENUE D                        ,18.05,3651485,SPORT UTILITY / STATION WAGON,BICYCLE
238,,Unspecified,,89        WEST DRIVE                    ,2017-04-13,40.678129999999996,-73.94906999999999,1,0,0,0,,,10.833333333333334,3651600,BICYCLE,
239,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,8733      19 AVENUE                     ,2017-04-14,40.603283000000005,-74.00321,1,0,0,0,,,17.333333333333332,3651640,SPORT UTILITY / STATION WAGON,BICYCLE
240,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2017-04-14,40.73603,-73.99781,1,0,0,0,WEST 12 STREET,AVENUE OF THE AMERICAS          ,12.666666666666666,3651673,BICYCLE,TAXI
241,,Unspecified,,,2017-04-14,40.828976000000004,-73.9486,1,0,0,0,,WEST 149 STREET                 ,20.766666666666666,3651690,BICYCLE,
242,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-04-13,40.827890000000004,-73.89820999999999,1,0,0,0,,PROSPECT AVENUE                 ,18.75,3651728,SPORT UTILITY / STATION WAGON,BICYCLE
243,BRONX,Traffic Control Disregarded,,,2017-04-04,40.817574,-73.90359000000001,1,0,0,0,EAST 156 STREET,UNION AVENUE                    ,15.25,3652076,PASSENGER VEHICLE,BICYCLE
